comment	Top_Class	HateSpeech_Confidence	Ofensive_Language_Confidence	Neither_Confidence
trickg gifted  tier  sub  sodafegi 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  shivexa 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  kevhdz 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  quanjay 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  squirtna 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  ajipicantee 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  zapak 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  neklom 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  oddish 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  leonardoam 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  nikonegima 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  leaguetyrone 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  daemonk 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  jiadhero 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  urini 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  unsound 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  primetonic 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  maesenp 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  akukekah 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  itzntmatt 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  ihatethislol 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  whitesedanowner 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  zacheybhs 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  trevorsub 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  bendieeu 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  lagcontrol 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  masterfijiwiji 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  mookyy 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  heazos 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  mosquitolegacy 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  tech 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  lilsampras 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  agranok 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  nickolas 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  justinthesand 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  buttermusty 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
biggyn  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
maesenp  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  segabe 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
rubensamue  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trklegend welcome back mvmbashamba   months   row thank  trklegend trklegend	neither	0.03914587391371802	0.3355923570942229	0.6252617689920592
trklegend welcome back neklom   months   row thank  trklegend trklegend	neither	0.03914587391371802	0.3355923570942229	0.6252617689920592
fantheflamez  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
akukekah  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trevorsub  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
lilsampras  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
godzero  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
silveranas silveranas  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trklegend welcome back justinthesand   months   row thank  trklegend trklegend	neither	0.03914587391371802	0.3355923570942229	0.6252617689920592
trklegend welcome back jmb   months   row thank  trklegend trklegend	neither	0.03914587391371802	0.3355923570942229	0.6252617689920592
bigdaddyi  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
bendieeu  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
zacheybhs  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
nicenic	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trklegend welcome back taylorallan   months   row thank  trklegend trklegend	neither	0.03914587391371802	0.3355923570942229	0.6252617689920592
agranok  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
oddish  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
daemonk  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
lol	neither	0.020706217963973744	0.4882283491876925	0.4910654328483337
leonardoam  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
buttermusty  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trklegend welcome back hertzmeplenty   months   row thank  trklegend trklegend	neither	0.03914587391371802	0.3355923570942229	0.6252617689920592
rabie  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
ajipicantee  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
tzcrow  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
nickolas  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
ferika  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
scarecrow  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trklegend welcome back naiakumi   months   row thank  trklegend trklegend	neither	0.03914587391371802	0.3355923570942229	0.6252617689920592
zapak  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mookyy  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
xioax  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trklegend welcome back primetonic   months   row thank  trklegend trklegend	neither	0.03914587391371802	0.3355923570942229	0.6252617689920592
gladrags  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trklegend welcome back twstedparadoxx   months   row thank  trklegend trklegend	neither	0.03914587391371802	0.3355923570942229	0.6252617689920592
ihatethislol  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
kevhdz  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
milo  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trklegend welcome back leaguetyrone   months   row thank  trklegend trklegend	neither	0.03914587391371802	0.3355923570942229	0.6252617689920592
skwisgnar  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
pep	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
tech  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention obrigado pela subscricao de oferta	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
still pleb z	neither	0.03727668703704674	0.36731733658035887	0.5954059763825943
nikonegima  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
vvmirakuru  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trklegend welcome back hukzmash   months   row thank  trklegend trklegend	neither	0.03914587391371802	0.3355923570942229	0.6252617689920592
segabe  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
excited subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
masterfijiwiji  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
man	offensive_language	0.040018442559345856	0.5018538837344726	0.4581276737061815
doge	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
dam	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
lagcontrol  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trklegend welcome back frostyacid   months   row thank  trklegend trklegend	neither	0.03914587391371802	0.3355923570942229	0.6252617689920592
trklegend welcome back squirtna   months   row thank  trklegend trklegend	neither	0.03914587391371802	0.3355923570942229	0.6252617689920592
omg	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trklegend welcome back urini   months   row thank  trklegend trklegend	neither	0.03914587391371802	0.3355923570942229	0.6252617689920592
mosquitolegacy  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trklegend welcome back hanthh   months   row thank  trklegend trklegend	neither	0.03914587391371802	0.3355923570942229	0.6252617689920592
ataktoss  subscribed trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
ec	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
woh	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
thaks trick trkwav	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg  gifting  tier  subs  trickg community 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 never get one 	neither	0.03159588962958931	0.44944117504960385	0.5189629353208068
exoun ksexaseei	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
jhk	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
pogslid	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  heyalright 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  grobegretel 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  terricow 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  divelio 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
obrigado pelo hahahide ment	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  scoopsdk 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  crymeariven 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gift shared rewards   others  chat 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  xelapiggy 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  jandric 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  ardithunderbolt 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  revisiongms 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  kennyhk 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  xxaphexx 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  sephora 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  lookmomo 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  twitchrivalen 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  dcorviz 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  giganscudo 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  bradbrad 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  hibeepin 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  flagsdev 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
biblethump biblethump biblethump biblethump biblethump biblethump	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
damn son	offensive_language	0.04419749611540987	0.90519510241756	0.05060740146703016
pog sosnowy pog sosnowy pog sosnowy pog sosnowy pog sosnowy pog sosnowi	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
bro	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
dodged  pog	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
o thank	neither	0.03869991029225249	0.3431615236228004	0.6181385660849471
dodged ez dodged ez	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
dayum boy	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
pog	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
fg	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
  hahaball ment	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
bedankt voor de hahaturtledove ment	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
feelsbadman	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
dodged monka	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trklegend trklegend trklegend trklegend trklegend trklegend trklegend trklegend trklegend trklegend trklegend trklegend trklegend trklegend trklegend trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
asa	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
hahacat hahacat hahacat hahacat hahacat hahacat hahacat	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
fuck	offensive_language	0.34803241646388117	0.6519675835059184	3.0200377847433446e-11
  moy sub xd	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
pogslide pogslide pogslide pogslide pogslide pogslide pogslide pogslide pogslide pogslid	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
still  plebbo	neither	0.03727668703704674	0.36731733658035887	0.5954059763825943
p	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trtvoli	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
nioxz	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trklegend trklegend trklegend trklegend trklegend trklegend trklegend trklegend trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
oh siht	neither	0.051363287716059566	0.22255663153133606	0.7260800807526044
trkkiss trkkiss trkkiss trkkiss trkkiss trkkiss trkkiss trkkiss trkkiss trkkiss trkkiss trkkiss	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
wat	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
yo   fuck	offensive_language	0.20903284752991244	0.7909669973660534	1.5510403407440443e-07
k	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
   hahacat ment	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trick  mufuckin g babi	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
pls gift me   	neither	0.032538176122545406	0.36772000001020166	0.5997418238672529
hahacat icin mention adl kullancya tesekkurl	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
dodged 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg  gifting  tier  subs  trickg community 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
puh	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  cphisoka 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gift shared rewards   others  chat 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  exziles 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  minatonamikaz 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trickg gifted  tier  sub  turbantor 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 first sub pogchamp	neither	0.03106130430026509	0.3332624487188414	0.6356762469808935
trickg gifted  tier  sub  blakmamba 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
uhhuu	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
   haha ment	neither	0.03186685585600258	0.4591362902570108	0.5089968538869867
gracias truco	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trkp trkp trkp trkp trkp	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 dogd	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
dodged ezdodged ezdodged ezdodged ezdodged ezdodged ezdodged ezdodged ezdodged ez	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 never get on	neither	0.028282938200962376	0.43099388315709686	0.5407231786419407
trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
hi mom	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
k	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
gift 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
bedankt voor de hahapoint ment	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
im poor  someone help  support trick  sub	neither	0.05864798876317784	0.3448233511960666	0.5965286600407556
yoo	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
stop 	offensive_language	0.03955985943432937	0.5175432020074249	0.44289693855824575
trkchamp trkchamp trkchamp trkchamp trkchamp	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trkgasp trkgasp	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
ez dodg	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention    choose toys  tots   charity  year 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
h	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
ezezez	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
holy crap	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trkcreep trkcreep trkcreep trkcreep trkcreep trkcreep trkcreep trkcreep	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trkheart trkheart trkheart trkheart trkheart	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
fuck  luck lul kappa	offensive_language	0.14274920102976735	0.84246595605109	0.014784842919142848
trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
hhuhjj	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 sub rip	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
sad	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
head head	neither	0.03614516771688384	0.38652217247363363	0.5773326598094826
bedankt voor de hahahide ment	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trkgasp trkgasp trkgasp trkgasp trkgasp	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
nice guy tim	neither	0.03900675479016925	0.33795357169282614	0.6230396735170046
pleb lives matter  pleb lives matter  pleb lives matter  pleb lives matter  pleb lives matter  pleb lives matter 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mm	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
thx hahasleep ment	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 cane	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
roopog roopog roopog roopog roopog roopog	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
finally	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention youre forgetting  homi	neither	0.04815204776483643	0.32738415833503615	0.6244637939001275
still  pleb fck 	neither	0.038300927223976926	0.3499333075542709	0.6117657652217522
trkg trkg trkg trkg trkg trkg trkg trkg	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
pl	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trkvoli trkvoli trkvoli	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 want free sub kappa	neither	0.03964264353938878	0.3271608800811772	0.633196476379434
ah cmon man	neither	0.039577158025034774	0.39140153114885395	0.5690213108261113
trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
lolwilfeelsudyrman lolwilfeelsudyrman lolwilfeelsudyrman	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
   know   got gifted	neither	0.03812332010972862	0.37819953473563245	0.583677145154639
ay	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 dogde ez	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
epic	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
hahalean hahathink	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
nic 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 nice	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 chance	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
a	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
nice guy trick	neither	0.03898829424920445	0.33826689525117165	0.622744810499624
trkg trkg trkg trkg trkg trkg trkg trkg trkg	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 sub bro	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
pogchamp pogchamp pogchamp	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 cane	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
hey	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
cmon put   coach	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
poh	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 even 	neither	0.03724325705110317	0.3678847306871324	0.5948720122617644
feelsgoodman	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trklegend trklegend trklegend trklegend trklegend trklegend	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
o	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trick likes  tot	neither	0.043975983485249434	0.36824922399291765	0.587774792521833
dodged    ez ez ez	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 pl	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
o	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
never get on	neither	0.028282938200962376	0.43099388315709686	0.5407231786419407
 wear  pleb cape  prid	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 want  sub	neither	0.039759493861389765	0.3251776251617808	0.6350628809768295
trkgood trkgood	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 truco	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
pays    money gets  write   charitable contribution	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trkwave trkwave trkwave trkwav	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention thanks   sub	neither	0.037493679386066854	0.3139672440342253	0.6485390765797079
gimme  sub dayum	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
kkj	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention pls gift 	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
  one know   got gifted  sub	neither	0.0377099358659475	0.39367260647069513	0.5686174576633575
chance	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
pog pog pog pog pog	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trkmoedusa trkmoedusa trkmoedusa trkmoedusa trkmoedusa trkmoedusa trkmoedusa	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trkez clap	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
vubu	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp trkchamp	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mention   show us  can	neither	0.11121978713659376	0.23908456126294345	0.6496956516004628
ffs     get sub lol	neither	0.02979726453187679	0.4080050753749992	0.562197660093124
ez mast	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
pog pogp ogp og	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
sht	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
lmao  subs  im still  even clos	neither	0.03626022482204464	0.39974394338090824	0.563995831797047
o	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
cmon bruh	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
best streamer ev	neither	0.038519983662862765	0.3225613839159968	0.6389186324211404
trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
help	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 happened   sub	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
put   coach	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
o mayy ya	offensive_language	0.017331157930923866	0.7872544665869478	0.19541437548212848
pogpog	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trkchamp trkchamp trkchamp trkchamp	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
pogpogpogpog	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
lol   got  sub    even watch	neither	0.03471806920349012	0.4379073730384082	0.5273745577581017
yo boi	neither	0.03966326439423648	0.42468001202725164	0.5356567235785119
por los ninos trkboom	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
pogi	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 get one pepehand	neither	0.03661779551475725	0.4128788775341109	0.5505033269511318
trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trkgj trkgj trkgj trkgj trkgj trkgj trkgj trkgj trkgj trkgj trkgj	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
pogpog	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
   know   got sub	neither	0.03789979377908983	0.38633276772278385	0.5757674384981262
trkp trkp trkp trkp trkp trkp trkp trkp trkp	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
imagine still   pleb   omegalul	neither	0.038368096672187886	0.34879326671983996	0.6128386366079722
   possible   get	neither	0.038763597799034065	0.3420805804215692	0.6191558217793968
holy shit	offensive_language	0.04257650662097627	0.9573463282193174	7.716515970639687e-05
pagchamp	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
op	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
log	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
spam weirdchamp	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trkgj trkgj trkgj trkgj trkgj trkgj trkgj trkgj trkgj	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
 faiirr trucko	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
mrdestructoid	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
holy moli	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
holy hahapoint	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp trkgasp	neither	0.03945320844208391	0.33037608806864915	0.630170703489267
