comment
trkKiss trkKiss trkKiss trkKiss trkBoomer trkBoomer
trkCreep trkGJ trkGJ trkGJ trkGJ trkGJ
LA COCORUCHA
EL TRUCKO
What is Up!
:O
EL TRUCO IS HERE
LETS GOO
WASSUP THRUC
RareTrick
THE DAWG WOKE UP
This is the place to be!!!
HeyGuys
EL TROLO PAPI IS BACCCCCCK
Mary Christmas
EL TRUCO
HeyGuys
O_o
Insanetarium subscribed with Twitch Prime. 
Insanetarium just subscribed! trkLegend trkLegend
Insanetarium's Sub shared rewards to 5 others in Chat! 
@Trick2g how are your hairline doing?
HI TRICK FROM ALGERIA <3
trkBoomer
EL TRUCO headBang
B) B) B) B)
pog
No face and shity music. (Again)
lacucuracha
trkRat trkRat trkRat
XD
ArigatoNas ArigatoNas
HOWS IT GOING BIG DAAAAAAWG
cucuracha
LUL
trkBoomer trkBoomer trkBoomer trkBoomer
dozamen33 subscribed with Twitch Prime. 
dozamen33 just subscribed! trkLegend trkLegend
HI FROM ITALY TRUCO
dozamen33's Sub shared rewards to 5 others in Chat! 
AAAAAAARIIIIIIBBBAAAAAA
POG
holaaaa
play the cockroach
this is lit
Enjoying the stream? Make sure to follow! <3
lacucuracha
el to the trucko.......wasssuuuuup
marihuana lalalallala
!donate
Visit https://streamelements.com/trick2g/tip to donate. $1 minimum, $4.20 for TTS
go nasus
PagChomp PagChomp PagChomp PagChomp
La Maldita Cucaracha
WutFace
trk2g trk2g trk2g
LA CUCARACHA EL TRUKO trkChamp trkKiss trkChamp trkKiss trkChamp trkKiss trkChamp trkChamp trkKiss
pepejam
PogYou PogYou PogYou PogYou
HahaBall HahaBall HahaBall
!charity
Donate here: https://streamelements.com/trick2g/tip HolidayPresent Trick2g's Annual Toys4Tots Charity Streams will be December 7th-9th! As always thank you for your generosity and this wouldn't be possible without YOU! trkHeart HolidayPresent
@Trick2g thought udyr was trash
when is coming the Godyro @Trick2g ?
lalalalallaala papapaapaapparparpapra
timezones are so fucked, dosent stop me from watching tho LUL
KEKW KEKW KEKW KEKW
go for tenacity in runes
SeemsGood SeemsGood
udyr trash?
TRUCO FROM SERBIA
look at theuir team
!points
we miss LAN games truco :c
i got school in like 20 minutes
LA KUKURACHA
!charity
Donate here: https://streamelements.com/trick2g/tip HolidayPresent Trick2g's Annual Toys4Tots Charity Streams will be December 7th-9th! As always thank you for your generosity and this wouldn't be possible without YOU! trkHeart HolidayPresent
PLAY NASUS
CUCARASCHA Pepodance Pepodance Pepodance
Click this link to get Amazon Prime FREE for 30 days & a free Twitch Sub! http://bit.ly/t2gPrimeTrial trkYOU
la cucaracha con el truco !
hey trick play da dow next we all needs that
broooooooo
el truko
where's the cockroach
SANTA TRICK 🐸
23:32 in germany trkChamp
pepeD
were is that hairline thooo can see it
Where is your CUTE Face? plx <3
trkSmile trkSmile trkSmile
la cucaracha
12 30 am here trkChamp trkChamp trkChamp
BatChest BatChest BatChest BatChest BatChest BatChest BatChest
6:32 am
CAN YOU SING ALONG?
MY SEWER RAT POG trkRat trkRat trkRat trkRat trkRat trkRat trkRat trkRat
where is your face i wanna hear you and love you
23:32 is sweden
HI TRUCO
cucaracha trkGive
show us ur face!!!!
PepoDance
RIP Botlane LULW
@rkanjozoku fühl ich Kappa
HI CHAT
!song
Use !playlist to see all of Trick's playlists. Can't find the song? Google the lyrics 4Head
@saifsayain, current song: stefy fankhauser - SA SA SA, YA TU SA, YA TU SA) MESA QUE MAS APLAUDA, requested by liiiana https://youtu.be/PTTmNYzj1pc
Eltrucoooooooooooooooooooooooooo
EL TROLLO
trkBoomer Eating nuts trkBoomer Multigrain bars trkBoomer Prune juice and Tea trkBoomer You guessed it right trkBoomer I'm the boomer Trick2g trkBoomer
We want facecam!!!
@PainingRain Kappa
22:32 pm here
No Cho feelsbadman
YES
23:32 serbia
manu chao yesss
facecam!!!
MANU CHAO
pull up on these kids
LULW KEKW 4WeirdW 4Shrug
MORE MEXICAN MUSIC
trkBoomer Eating nuts trkBoomer Multigrain bars trkBoomer Prune juice and Tea trkBoomer You guessed it right trkBoomer I'm the boomer Trick2g trkBoomer
The one and only Manu Chao
!sr https://youtu.be/Zo-4ZVSZyAE
I LOVE THIS SONG
vidim ima srba Lol
𝒽𝒶𝒽𝒶𝒽𝒶𝒽𝒶𝒽𝒶
KEKW Clap
00:33 Moldova here
this dude's really playing udyr?4
02:31 GEORGIA
me gusta la mananas, me gustas Trick
ME GUSTAS TU
01:33
me gustas tu
LULW ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ✅ Alinity: MILO Pepega FBCatch CoolCat ⠀
is this summer? Pog
d to the el to the truuuckkkooo
trkEZ
whop lays udyr rofl?
me gustas tu, me gusta marihuana me gustas tu
Me gusta la cucaracha me gustas tu
ME GUSTA LA MOTA ME GUSTAS TU <3
LULW ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ✅ Alinity: MILO Pepega FBCatch CoolCat ⠀
ForsenCD My boi
Hi Broke
no cam?
ME GUSTAS TU trkBoomer
@skateb0ards the whole album is Pog
ME GUSTA EL TRUCO ME GUSTAS TU <3
Yeah!
trkLegend trkLegend trkLegend
trkGasp trkGasp trkGasp trkGasp
GUSTA
!uptime
Trick has been live for 10 mins 44 secs
Now we are f. talking !
streaming from the sun lol
𝒽𝒶𝒽𝒶𝒽𝒶𝒽𝒶𝒽𝒶
PEDRO DE PACAS !
TRUCOOOOOOOOOOOOOOOOOO
je ne se pais
MUSIC
ME GUSTAS UDYR ME GUSTAS TRICK Poooound
trkHa
WE JAMING
Sharp Clean Everything
WurFace
!song
@david2jovic, current song: stefy fankhauser - SA SA SA, YA TU SA, YA TU SA) MESA QUE MAS APLAUDA, requested by liiiana https://youtu.be/PTTmNYzj1pc
!!
Use !playlist to see all of Trick's playlists. Can't find the song? Google the lyrics 4Head
@rkanjozoku the dude makes bomb songs
u are very white Kappa
fr music WutFace WutFace WutFace
Gipppa subscribed with Twitch Prime. They've subscribed for 11 months, currently on a 3 month streak! 
trkLegend Welcome back Gipppa for 11 months in a row! THANK YOU trkLegend trkLegend
Gipppa's Sub shared rewards to 5 others in Chat! 
move
buy some stuff from the mastodonte truco
@skateb0ards oui
lightskin trucko do the squint eyes
EL RATA
what are ur glasses called????????????????????
ooou pls turn off again facecam ahhaha
Thanks for the HahaThink @gipppa
do jhondyr classic
report trick afk
trkWave trkWave trkWave @Trick2g
EL TRRRRUCO
Lets F. Go !
!points
where is music
trkRat
It’s time to play for the kids
turtle?
WHAT ARE UR GLASSES CALLED
Sub to my NEW gaming YT channel -> http://bit.ly/TGamingYT
More mexican music pls
Music? <3 ?
its that sepeku? Pog
this solo q or we aint malding?
SA SA SA
you look today so pretty <3
the last song was a french guy making cuban music
Subscribe to Trick2g to fix his hairline Keepo
LUL LUL
seppuku? LUL
Darkenedfuryeu subscribed with Twitch Prime. They've subscribed for 2 months, currently on a 1 month streak! 
trkLegend Welcome back Darkenedfuryeu for 2 months in a row! THANK YOU trkLegend trkLegend
Darkenedfuryeu's Sub shared rewards to 5 others in Chat! 
Vampier
trkWave trkWave trkWave trkWave trkWave trkWave
y manu chao?
trick get the music back on
Day 3 pog
Malding LULW
Check out Trick's new, limited edition custom Pre-workout in collab with Gymflo!! Get yours here ►http://bit.ly/D-Pump
PUT ON ME GUSTA
my god he looks angry
KEKW
owoP
ashenkeys subscribed with Twitch Prime. They've subscribed for 2 months, currently on a 1 month streak! 
trkLegend Welcome back ashenkeys for 2 months in a row! THANK YOU trkLegend trkLegend
ashenkeys's Sub shared rewards to 5 others in Chat! 
monkaS
monkaS
LUL
trkLegend trkLegend trkLegend trkLegend
trkPleb Support the stream & SUB FOR FREE with Amazon Prime (30 day Free Trial)! -> http://bit.ly/t2gPrimeTrial Then press the "Subscribe" button above the stream! trkGood
!points
dddddddddd dcane
can we get me gustas tu KEKw
hello tricko
Hello :P
HI CHAT trkWave
hi
jellow
$1 donation train again today? @trick2g
Follow my Twitter: www.twitter.com/trick2g
AYY its el trucko
why is the " monkaS " black in the screen monkaS
monkaS
ForsenCD boi
the other guy in Top is good - GOOOOD
!uptime
Trick has been live for 14 mins 1 sec
trick what are ur glasses called
@y_almudhaf gunnars
KEKW
D:
@trick2g do you like old turtle or new turtle better?
KEKW
TROLLS
trkWave trkWave hello trkMoedusa
Hello :P
KEKW
trkLOL
!followage
Easy man EASY
hey fuck orrn
LULW
just oporting
MALDING KEKW
lmfao
NotLikeThis
trkMald trkMald trkMald
kappaazerty trkWave trkWave
too early to mald KEKW
stream just started lmfao
HAHAHAHA
easy trick or those toys will have salt Kappa
trkDebit
LUL
when you have an udyr on your team thats what you do
trkS trkS .
lol
𝒽𝒶𝒽𝒶𝒽𝒶𝒽𝒶𝒽𝒶
KEKW
hahahhahahha
already malding HAHAHAHAH trkMald trkMald trkMald trkMald trkMald trkMald trkMald trkMald
@Trick2g breathe homie lol
whats the charity?
turns out trick hates kids
play normals
The best way to support the stream is by subscribing! Subbing gets you Ad-Free viewing, 50+ sub emotes, sub luck in giveaways, immunity to bot timeouts, ability to play in sub games + more! Subscribe here: https://www.twitch.tv/products/trick2g/ticket
lol
𝒽𝒶𝒽𝒶𝒽𝒶𝒽𝒶𝒽𝒶
this sejuani KEKW
tricks is like 1/1000 udyr players who can play
LULW
Trick meltdown
!uptime
yea man I respect that lmao
!charity
Trick has been live for 15 mins 15 secs
Donate here: https://streamelements.com/trick2g/tip HolidayPresent Trick2g's Annual Toys4Tots Charity Streams will be December 7th-9th! As always thank you for your generosity and this wouldn't be possible without YOU! trkHeart HolidayPresent
TOYS 4 TOTS
charity is for tots not kids lol
𝒽𝒶𝒽𝒶𝒽𝒶𝒽𝒶𝒽𝒶
dog champ shen
IS THE CHARITY
trkLegend trkLegend trkLegend trkLegend trkLegend trkLegend trkLegend trkLegend trkLegend trkLegend trkLegend trkLegend trkLegend trkLegend trkLegend trkLegend trkLegend trkLegend trkLegend trkLegend trkLegend trkLegend trkLegend trkLegend trkLegend
@Trick2g dont even argue with those dogs, its not worth it :)
( ͡° ͜ʖ ͡°)
Toy for thots?
bruh
KEKW
trkBronze
fuuuuuck im trying to donate but my fucking card gets declined
KEKW
KEKW
KEKW
KEKW
nice f
KEKW
KEKW
!gamble `299
KEKW
trkBad trkBad trkBad trkBad trkBad trkBad
Watch Trick2g's latest YouTube video: SANGUINE BLADE TRUNDLE, SMACKING THEM AT MAX SPEED - Trick2G - https://youtu.be/OafbcOBCh8w
the tricktation
KEKW E TU
die tos hen
KEKW
Xpeke backdoor
die to shen
WELCOME TO THE HUNT
KEKW OH NO NO NO
!points
Toy for Thots is the best thing i heard
man fuck that sejuani, just mute these kids
THE TRUCKO
dont 4get to donate to the kids!!!!!
died tos hen
trkSmile
EL TROLO HAS ARRIVED
breath
rofl
Take a fat sip
SUP FAM how you guys doin?
I got a toy for a thot Kappa
It's minute 5 man CHILL
three dblades PogChamp
angry toy stream Kappa
trkOpen trkOpen trkOpen trkOpen trkOpen trkOpen trkOpen trkOpen trkOpen trkOpen trkOpen trkOpen trkOpen
@Trick2g is that soda
trkKiss trkKiss trkKiss
and im still here, alone as a mofo , no friends, no parents, no sub FeelsBadMan
pog someone gift sub to this guy
yoo truco
Hi guys ! What is his pseudo please ?
@StivenSenegal PepeHands
trkHYPERS trkCharity
shen is bot
I want to try his Udyr Top
@Trick2g SHEN IS BOT
Where you buying the toys? Rage'R'us 4Head
SmoocherZ
mute his ass
almost
If i sub the money goes to the tots?
YES
yes
yes the money goes to the thots
trkCharity trkCharity trkCharity
trkCreep trkCreep
trkRip
the best one to ever do it
fruco
getting paid
yo sup trick
That 5 free shots of bottom shelf tho
Enjoying the stream? Make sure to follow! <3
Admarino subscribed at Tier 1. They've subscribed for 27 months! 
trkLegend trkLegend trkLegend Admarino is a LEGEND for 27 months in a row!! trkLegend trkLegend trkLegend
Admarino's Sub shared rewards to 5 others in Chat! 
big time
@Trick2g can you show your runes after game?
¡Gracias por el HahaCat, @admarino! uwu
elllll truuuuckkoooo
paco6969 subscribed with Twitch Prime. 
paco6969 just subscribed! trkLegend trkLegend
paco6969's Sub shared rewards to 5 others in Chat! 
you can see the runes on screen
@skeetskeetsalenagomez look next to hotbar
@skeetskeetsalenagomez u can see them on the screen bottom left
:)
( ͡° ͜ʖ ͡°)
dodged EZ Clap
the gifts
Trick ik I always ask but plz can you play some of the doge
trkEZ
trkPleb trkPleb trkPleb
:) me im a pleb
im a pleb :)
Oooo
ahh thanks
!charity
:)
Donate here: https://streamelements.com/trick2g/tip HolidayPresent Trick2g's Annual Toys4Tots Charity Streams will be December 7th-9th! As always thank you for your generosity and this wouldn't be possible without YOU! trkHeart HolidayPresent
( ͡° ͜ʖ ͡°)
play full crit doge
plebs rise up
Yo thanks for the gifted sub trkChamp
hook me up
:)
I wish I’m that lucky
HahaCat
Gg
O_o
I m a pleb :)
plz give me 1 im following u for 4years
19k for the kids man BibleThump
old el truco back?! @Trick2g
Pogg?
lol
𝒽𝒶𝒽𝒶𝒽𝒶𝒽𝒶𝒽𝒶
SHURELIAS TRICK
ezzz
FrankerZ
KEKW NA GANK
lmfao nice gank
hgsga
I’m a pleb too :)
( ͡° ͜ʖ ͡°)
that lee got fukkkkked
trkCharity
PogU
hoe hoe hoe LUL
trkLOL trkLOL trkLOL trkLOL
trkHeart
Lee malding KEKW
imagine a lee sin ganking him self
one dott
what is malding?
thank you!!! lol
𝒽𝒶𝒽𝒶𝒽𝒶𝒽𝒶𝒽𝒶
chat is a new map getting released in jump king ?
iPylo subscribed with Twitch Prime. They've subscribed for 2 months! trkBack
trkLegend Welcome back iPylo for 2 months in a row! THANK YOU trkLegend trkLegend
malding
iPylo's Sub shared rewards to 5 others in Chat! 
!points
@ToxicMaske yes
Thanks for the HahaDoge @ipylo
Homeboy hidin lmao
MULTIPLE
can someone gift me sub pls? I'm poor
baited
LOL
holy pog
𝒽𝒶𝒽𝒶𝒽𝒶𝒽𝒶𝒽𝒶
KEKW
poinbing
u
u
POG
u
trkMald trkMald trkMald
u
poinbing LUL
Check out U(dot)gg for Tier Lists, Pro Builds, best runes, counter picks and much more → https://u.gg/?utm_source=Twitch&utm_campaign=Trick2G
u
trojanrun subscribed with Twitch Prime. They've subscribed for 2 months, currently on a 1 month streak! 4 the kids
trkLegend Welcome back trojanrun for 2 months in a row! THANK YOU trkLegend trkLegend
trojanrun's Sub shared rewards to 5 others in Chat! 
trkLUL trkLUL
LUUUL
no u stop pinging
PING PING PLS PING HIM
d cane
I CAN PAY PING PLS
oh some1 gifted me sub while i was sleeping. thx!!!!!
my gifted sub ran out PepeHands
KEKW SantaHat 👈 KEKW
Kappa
Turn it off Kappa
rofl
d cane-d response
break ur keyboard
WeakLost subscribed at Tier 1. 
POG
WeakLost just subscribed! trkLegend trkLegend
POG
PogU
WeakLost's Sub shared rewards to 5 others in Chat! 
na flash
TF?
KEKW GROSSGORE?
POGGERS
???
LOLOLOLO
F
dmg monkaW
POG
POG???
ez kill
?
SHURELIAS @trick2g
trkEZ
PogU
clean
trkG
POG
nice F
Thanks for the HahaShrugLeft @weaklost
POG IceCold
LATA BITCH
pszAPE
perfect timeing
3dorans
mightve been able to live with just w and triumph
Wtf what happened to tf
multiple apps LUL LUL
no way he'd every die lol
𝒽𝒶𝒽𝒶𝒽𝒶𝒽𝒶𝒽𝒶
he stroked
shen ????
multiple iOS apps
Dorans meta back Pog
i OMEGALUL S
"tRaSh tOp" trkLUL
Tp ward
!donate
Visit https://streamelements.com/trick2g/tip to donate. $1 minimum, $4.20 for TTS
troglodytelord is gifting 2 Tier 1 Subs to Trick2g's community! They've gifted a total of 3 in the channel! 
@trick2g will you do any scrims for TCS?
troglodytelord gifted a Tier 1 sub to ishay232! 
troglodytelord gifted a Tier 1 sub to kimichichann! 
troglodytelord's Gift shared rewards to 5 others in Chat! 
ishay232 just subscribed! trkLegend trkLegend
kimichichann just subscribed! trkLegend trkLegend
yo trick are you playing teemo anytime in the future?
!charity
Donate here: https://streamelements.com/trick2g/tip HolidayPresent Trick2g's Annual Toys4Tots Charity Streams will be December 7th-9th! As always thank you for your generosity and this wouldn't be possible without YOU! trkHeart HolidayPresent
Daaaamn El Truco is rich
chalenger recall udyr
just a free 2k gols lul
POG
full build 12 minutes Pog
trkBad trkBad
@trick2g will you do any scrims for TCS??
trkMoedusa trkMoedusa
Damn trick with the early stream, Eu loving it
mrllamaHappy
love what you're doing trick!
pick me daddy
:o
pogw
PogU
KonCha
PogChamp
POGU
i am ready :)
( ͡° ͜ʖ ͡°)
give me in tbis cristmas few subs
plebs getting payd LUL
Loool
niceu
5 time for da 5 time
I have good game im iron 4!
@trick2g HOLA AMIGOOO COM E STAAAAA
me!
Eu loves early streams
i love it
Pog for the plebs
Pog
8 thousand subs dayum POG
We love u el truco
HahaSleep hi chat
BrokeBack
nathanW
equalrightsforwomen subscribed with Twitch Prime. They've subscribed for 5 months, currently on a 1 month streak! !
trkLegend Welcome back equalrightsforwomen for 5 months in a row! THANK YOU trkLegend trkLegend
equalrightsforwomen's Sub shared rewards to 5 others in Chat! 
oh god this sej is so annoying
HahaLean
trkSmile SantaHat
YodelCreed is continuing the Gift Sub they got from danyds1! 
tp lul
trkPleb Support the stream & SUB FOR FREE with Amazon Prime (30 day Free Trial)! -> http://bit.ly/t2gPrimeTrial Then press the "Subscribe" button above the stream! trkGood
KEKW
KEKW
KEKW
trkP trkP trkP
LEL
KEKW
trkThinking
mute sej pls
hahahahaha
double dot time
"Turret platin will fall soon" BabyRage
THE DAAAAAAAAAAWG
Onsengetsu subscribed at Tier 1. They've subscribed for 50 months! 
trkLegend trkLegend trkLegend Onsengetsu is a LEGEND for 50 months in a row!! trkLegend trkLegend trkLegend
Onsengetsu's Sub shared rewards to 5 others in Chat! 
why are you collecting money for twitch streamers like Alinity? : /
as a tot, do i get some of the toys lol
𝒽𝒶𝒽𝒶𝒽𝒶𝒽𝒶𝒽𝒶
50 years POG
eating at KFC today
im from croatia and its 23:45 pm
@Skeetot yes thots get toys
yoyo
Imdabeast89 subscribed at Tier 1. They've subscribed for 2 months, currently on a 2 month streak! 
trkLegend Welcome back Imdabeast89 for 2 months in a row! THANK YOU trkLegend trkLegend
Imdabeast89's Sub shared rewards to 5 others in Chat! 
HOMEBOY STROKE
more lethality
@Trick2g HOLA TRICKOOO <3 SUP THO
11 45 pm
trkGasp trkGasp dot dmg
lee stroke
LATA BITCH
that tmg without sheen damn
and packin
Watch Trick2g's latest YouTube video: SANGUINE BLADE TRUNDLE, SMACKING THEM AT MAX SPEED - Trick2G - https://youtu.be/OafbcOBCh8w
50 cent
el truc
prolly mercs cause tf
@Trick2g Is that Diet Lemonade ?
everyone throw in 5 bones
what rights? squadW
Trick2g is gifting 100 Tier 1 Subs to Trick2g's community! 
Trick2g gifted a Tier 1 sub to mrprajitura12! 
Trick2g gifted a Tier 1 sub to Popix393! 
Trick2g gifted a Tier 1 sub to BlessYourSol! 
Pog
Trick2g gifted a Tier 1 sub to notanoob12348477! 
Trick2g's Gift shared rewards to 500 others in Chat! 
Trick2g gifted a Tier 1 sub to leekpirate! 
mrprajitura12 just subscribed! trkLegend trkLegend
Trick2g gifted a Tier 1 sub to nashor! 
Trick2g gifted a Tier 1 sub to dariagon! 
Trick2g gifted a Tier 1 sub to Trick989! 
Trick2g gifted a Tier 1 sub to Shafanee! 
Trick2g gifted a Tier 1 sub to ilianamaggle! 
Trick2g gifted a Tier 1 sub to ulman990! 
Trick2g gifted a Tier 1 sub to mantap12! 
Trick2g gifted a Tier 1 sub to iphoner2020! 
Trick2g gifted a Tier 1 sub to StivenSenegal! 
Trick2g gifted a Tier 1 sub to br0wniieee! 
Trick2g gifted a Tier 1 sub to adaminhd1080p! 
Trick2g gifted a Tier 1 sub to koksik21242124! 
Trick2g gifted a Tier 1 sub to liranv123! 
Trick2g gifted a Tier 1 sub to miky_rourg! 
Trick2g gifted a Tier 1 sub to cornholio_! 
Trick2g gifted a Tier 1 sub to Snufulupugus! 
Trick2g gifted a Tier 1 sub to GabrielStacks! 
Trick2g gifted a Tier 1 sub to pownd1! 
Trick2g gifted a Tier 1 sub to Kanade_Nishizawa! 
Trick2g gifted a Tier 1 sub to slayonduke! 
Trick2g gifted a Tier 1 sub to archiguy! 
Trick2g gifted a Tier 1 sub to xiaolinfunk! 
Trick2g gifted a Tier 1 sub to oh_res! 
Trick2g gifted a Tier 1 sub to BoozeWash! 
Trick2g gifted a Tier 1 sub to kra42! 
Trick2g gifted a Tier 1 sub to zettlejam! 
Trick2g gifted a Tier 1 sub to hamborger2000! 
Trick2g gifted a Tier 1 sub to s1ckasfvck! 
Trick2g gifted a Tier 1 sub to brychi! 
Trick2g gifted a Tier 1 sub to shaco1389! 
Trick2g gifted a Tier 1 sub to T0minatorX! 
Trick2g gifted a Tier 1 sub to playcina! 
Trick2g gifted a Tier 1 sub to milkmancometh! 
Trick2g gifted a Tier 1 sub to oxbrazzersox! 
Trick2g gifted a Tier 1 sub to mfuseless! 
Trick2g gifted a Tier 1 sub to xsoletix! 
Trick2g gifted a Tier 1 sub to ThePingbo! 
Trick2g gifted a Tier 1 sub to Reitastatic! 
Trick2g gifted a Tier 1 sub to zephyrx0! 
Trick2g gifted a Tier 1 sub to Wereru22! 
Trick2g gifted a Tier 1 sub to madlib5! 
Trick2g gifted a Tier 1 sub to drpascual! 
Trick2g gifted a Tier 1 sub to randallthehomie! 
Trick2g gifted a Tier 1 sub to Scruncle! 
Trick2g gifted a Tier 1 sub to Degreedyone! 
Trick2g gifted a Tier 1 sub to brankodrama! 
Trick2g gifted a Tier 1 sub to shootingquasardr! 
Trick2g gifted a Tier 1 sub to RandleRains! 
Trick2g gifted a Tier 1 sub to Giz23mo! 
Trick2g gifted a Tier 1 sub to Aikochuu! 
Trick2g gifted a Tier 1 sub to aykenz! 
Trick2g gifted a Tier 1 sub to hoodysgirl! 
Trick2g gifted a Tier 1 sub to Kingdom2231! 
Trick2g gifted a Tier 1 sub to Jarik23! 
Trick2g gifted a Tier 1 sub to benaids! 
Trick2g gifted a Tier 1 sub to TPX_Ferox! 
Trick2g gifted a Tier 1 sub to betaosiris! 
Trick2g gifted a Tier 1 sub to Carbohydrants! 
Trick2g gifted a Tier 1 sub to darkaliene13! 
Trick2g gifted a Tier 1 sub to mjlethal! 
Trick2g gifted a Tier 1 sub to gimPeee! 
Trick2g gifted a Tier 1 sub to joksa966! 
Trick2g gifted a Tier 1 sub to 1204955507! 
trkLegend Welcome back PootangHunter for 2 months in a row! THANK YOU trkLegend trkLegend
xiaolinfunk just subscribed! trkLegend trkLegend
Trick2g gifted a Tier 1 sub to Sinz1! 
betaosiris just subscribed! trkLegend trkLegend
trkLegend Welcome back BoozeWash for 2 months in a row! THANK YOU trkLegend trkLegend
cole0204 just subscribed! trkLegend trkLegend
iphoner2020 just subscribed! trkLegend trkLegend
1_DeaGreek just subscribed! trkLegend trkLegend
Trick2g gifted a Tier 1 sub to Notchasepolk! 
trkLegend Welcome back milkmancometh for 2 months in a row! THANK YOU trkLegend trkLegend
trkLegend Welcome back br0wniieee for 2 months in a row! THANK YOU trkLegend trkLegend
trkLegend Welcome back mfuseless for 7 months in a row! THANK YOU trkLegend trkLegend
trkLegend Welcome back RandleRains for 2 months in a row! THANK YOU trkLegend trkLegend
trkLegend Welcome back Ereebuus for 2 months in a row! THANK YOU trkLegend trkLegend
Sinz1 just subscribed! trkLegend trkLegend
