user_name	user_vcount	video_created_at	video_title	video_vcount	comment_created_at	commenter_name	message
TSM_Bjergsen	92608310	2019-10-31T02:30:38Z	Chill stream, playing with a fan at 8 PM PST.	7798	2019-10-31T02:32:54.062Z	lucianoaprile97	ZED
TSM_Bjergsen	92608310	2019-10-31T02:30:38Z	Chill stream, playing with a fan at 8 PM PST.	7798	2019-10-31T02:32:54.096Z	Alex_illustration	you dont need TP anymore
TSM_Bjergsen	92608310	2019-10-31T02:30:38Z	Chill stream, playing with a fan at 8 PM PST.	7798	2019-10-31T02:32:56.908Z	macas08	ARE YOU OKAY?
TSM_Bjergsen	92608310	2019-10-31T02:30:38Z	Chill stream, playing with a fan at 8 PM PST.	7798	2019-10-31T02:32:57.041Z	kallinike	OMG
TSM_Bjergsen	92608310	2019-10-31T02:30:38Z	Chill stream, playing with a fan at 8 PM PST.	7798	2019-10-31T02:32:57.776Z	Cronoxxx7	I NEED TSM IN WORLDDD
TSM_Bjergsen	92608310	2019-10-31T02:30:38Z	Chill stream, playing with a fan at 8 PM PST.	7798	2019-10-31T02:32:58.412Z	Bclick94	when does the HQ open?
TSM_Bjergsen	92608310	2019-10-31T02:30:38Z	Chill stream, playing with a fan at 8 PM PST.	7798	2019-10-31T02:33:01.065Z	Ruslan9545	TSM! TSM! TSM!)
TSM_Bjergsen	92608310	2019-10-31T02:30:38Z	Chill stream, playing with a fan at 8 PM PST.	7798	2019-10-31T02:33:01.186Z	themodem81	the have catapult
TSM_Bjergsen	92608310	2019-10-31T02:30:38Z	Chill stream, playing with a fan at 8 PM PST.	7798	2019-10-31T02:33:02.051Z	renan170	es este el stream anual?
TSM_Bjergsen	92608310	2019-10-31T02:30:38Z	Chill stream, playing with a fan at 8 PM PST.	7798	2019-10-31T02:33:04.314Z	xerosis	Pog
TSM_Bjergsen	92608310	2019-10-31T02:30:38Z	Chill stream, playing with a fan at 8 PM PST.	7798	2019-10-31T02:33:04.854Z	xermoni	POG
TSM_Bjergsen	92608310	2019-10-31T02:30:38Z	Chill stream, playing with a fan at 8 PM PST.	7798	2019-10-31T02:33:05.031Z	foxynyun	Omg Bjerg i missed you so much <3 Hi daddy i love u
TSM_Bjergsen	92608310	2019-10-31T02:30:38Z	Chill stream, playing with a fan at 8 PM PST.	7798	2019-10-31T02:33:05.63Z	EEEK88	ay
TSM_Bjergsen	92608310	2019-10-31T02:30:38Z	Chill stream, playing with a fan at 8 PM PST.	7798	2019-10-31T02:33:07.187Z	larseenn	Barrier
TSM_Bjergsen	92608310	2019-10-31T02:30:38Z	Chill stream, playing with a fan at 8 PM PST.	7798	2019-10-31T02:33:07.338Z	patoaparatoo	EL PAPU DE PAPUS ❤️
TSM_Bjergsen	92608310	2019-10-31T02:30:38Z	Chill stream, playing with a fan at 8 PM PST.	7798	2019-10-31T02:33:09.287Z	meteoslong	Heal flash
TSM_Bjergsen	92608310	2019-10-31T02:30:38Z	Chill stream, playing with a fan at 8 PM PST.	7798	2019-10-31T02:33:10.217Z	droozyu	Bjergsen we’ve missed you ❤️❤️
